District,ZIPCode,Population,TotalPopulation,Weight
15,77090,20632,943568,0.02187
15,77091,21478,943568,0.02276
15,77092,36572,943568,0.03876
15,77098,5575,943568,0.00591
15,77338,35723,943568,0.03786
15,77339,32,943568,0.00003
15,77346,44983,943568,0.04767
15,77396,40703,943568,0.04314
15,77520,4610,943568,0.00489
15,77521,41549,943568,0.04403
15,77523,24,943568,0.00003
15,77530,8337,943568,0.00884
15,77532,5430,943568,0.00575
15,77562,11724,943568,0.01243
16,75001,16093,926818,0.01736
16,75006,48285,926818,0.05210
16,75007,3196,926818,0.00345
16,75019,44492,926818,0.04801
16,75038,36003,926818,0.03885
16,75039,24792,926818,0.02675
16,75040,56389,926818,0.06084
16,75041,3990,926818,0.00431
16,75042,38764,926818,0.04182
16,75044,47288,926818,0.05102
16,75048,8,926818,0.00001
16,75060,1121,926818,0.00121
16,75061,1547,926818,0.00167
16,75062,47090,926818,0.05081
16,75063,46603,926818,0.05028
16,75067,379,926818,0.00041
16,75082,28,926818,0.00003
16,75088,22321,926818,0.02408
16,75089,32847,926818,0.03544
16,75098,641,926818,0.00069
16,75201,648,926818,0.00070
16,75204,16836,926818,0.01817
16,75205,26271,926818,0.02835
16,75206,25707,926818,0.02774
16,75209,8773,926818,0.00947
16,75214,21149,926818,0.02282
16,75219,9312,926818,0.01005
16,75220,39873,926818,0.04302
16,75225,22691,926818,0.02448
16,75229,32319,926818,0.03487
16,75230,28300,926818,0.03053
16,75231,40462,926818,0.04366
16,75234,34124,926818,0.03682
16,75235,26,926818,0.00003
16,75238,24234,926818,0.02615
16,75240,15935,926818,0.01719
16,75243,29414,926818,0.03174
16,75244,12544,926818,0.01353
16,75248,38411,926818,0.04144
16,75251,3949,926818,0.00426
16,75252,1407,926818,0.00152
16,75254,21950,926818,0.02368
16,75261,3,926818,0.00000
16,75287,282,926818,0.00030
16,76051,321,926818,0.00035
17,77005,21095,957529,0.02203
17,77019,5692,957529,0.00594
17,77024,7455,957529,0.00779
17,77025,25743,957529,0.02688
17,77027,19462,957529,0.02033
17,77030,6549,957529,0.00684
17,77035,8850,957529,0.00924
17,77042,16334,957529,0.01706
17,77046,1152,957529,0.00120
17,77055,7307,957529,0.00763
17,77056,23862,957529,0.02492
17,77057,33090,957529,0.03456
17,77063,32874,957529,0.03433
17,77072,2159,957529,0.00225
17,77074,3474,957529,0.00363
17,77077,60574,957529,0.06326
17,77079,25308,957529,0.02643
17,77081,4675,957529,0.00488
17,77082,41721,957529,0.04357
17,77083,54016,957529,0.05641
17,77084,27219,957529,0.02843
17,77094,12143,957529,0.01268
17,77096,25571,957529,0.02671
17,77098,10937,957529,0.01142
17,77099,16971,957529,0.01772
17,77401,17108,957529,0.01787
17,77422,13279,957529,0.01387
17,77430,2228,957529,0.00233
17,77444,862,957529,0.00090
17,77449,35857,957529,0.03745
17,77450,51224,957529,0.05350
17,77459,62282,957529,0.06504
17,77461,3747,957529,0.00391
17,77469,27732,957529,0.02896
17,77471,6347,957529,0.00663
17,77477,7647,957529,0.00799
17,77478,24552,957529,0.02564
17,77479,59563,957529,0.06220
17,77480,7813,957529,0.00816
17,77486,7471,957529,0.00780
17,77493,14768,957529,0.01542
17,77494,14608,957529,0.01526
17,77498,29673,957529,0.03099
17,77515,5690,957529,0.00594
17,77531,15454,957529,0.01614
17,77534,20,957529,0.00002
17,77541,15877,957529,0.01658
17,77545,1246,957529,0.00130
17,77566,30670,957529,0.03203
17,77583,7578,957529,0.00791
18,77082,39,1036193,0.00004
18,77083,19419,1036193,0.01874
18,77355,819,1036193,0.00079
18,77363,230,1036193,0.00022
18,77406,57762,1036193,0.05574
18,77407,74588,1036193,0.07198
18,77414,24310,1036193,0.02346
18,77417,2460,1036193,0.00237
18,77418,9933,1036193,0.00959
18,77419,1498,1036193,0.00145
18,77420,2232,1036193,0.00215
18,77422,81,1036193,0.00008
18,77423,16500,1036193,0.01592
18,77426,2064,1036193,0.00199
18,77433,31917,1036193,0.03080
18,77434,4327,1036193,0.00418
18,77435,6146,1036193,0.00593
18,77437,17520,1036193,0.01691
18,77440,34,1036193,0.00003
18,77441,21555,1036193,0.02080
18,77442,1897,1036193,0.00183
18,77445,19978,1036193,0.01928
18,77447,18629,1036193,0.01798
18,77449,895,1036193,0.00086
18,77450,22545,1036193,0.02176
18,77455,2309,1036193,0.00223
18,77456,111,1036193,0.00011
18,77457,673,1036193,0.00065
18,77458,504,1036193,0.00049
18,77461,8156,1036193,0.00787
18,77465,6909,1036193,0.00667
18,77468,160,1036193,0.00015
18,77469,30645,1036193,0.02957
18,77471,36005,1036193,0.03475
18,77474,14328,1036193,0.01383
18,77479,32349,1036193,0.03122
18,77480,234,1036193,0.00023
18,77482,2417,1036193,0.00233
18,77484,14235,1036193,0.01374
18,77485,4235,1036193,0.00409
18,77488,13859,1036193,0.01337
18,77493,33527,1036193,0.03236
18,77494,118219,1036193,0.11409
18,77498,22148,1036193,0.02137
18,77833,29651,1036193,0.02862
18,77835,2397,1036193,0.00231
18,77836,11434,1036193,0.01103
18,77853,950,1036193,0.00092
18,77879,6208,1036193,0.00599
18,77880,1773,1036193,0.00171
18,77901,40542,1036193,0.03913
18,77904,29639,1036193,0.02860
18,77905,16916,1036193,0.01633
18,77951,1804,1036193,0.00174
18,77954,11561,1036193,0.01116
18,77957,9459,1036193,0.00913
18,77962,3343,1036193,0.00323
18,77963,5595,1036193,0.00540
18,77964,8233,1036193,0.00795
18,77968,3187,1036193,0.00308
18,77971,2177,1036193,0.00210
18,77974,438,1036193,0.00042
18,77975,1886,1036193,0.00182
18,77979,16693,1036193,0.01611
18,77982,1003,1036193,0.00097
18,77983,1733,1036193,0.00167
18,77984,4206,1036193,0.00406
18,77990,715,1036193,0.00069
18,77994,284,1036193,0.00027
18,77995,9857,1036193,0.00951
18,78119,23,1036193,0.00002
18,78122,166,1036193,0.00016
18,78140,3434,1036193,0.00331
18,78141,708,1036193,0.00068
18,78159,891,1036193,0.00086
18,78164,3522,1036193,0.00340
18,78336,3090,1036193,0.00298
18,78340,327,1036193,0.00032
18,78373,3142,1036193,0.00303
18,78377,3545,1036193,0.00342
18,78382,20747,1036193,0.02002
18,78393,2154,1036193,0.00208
18,78614,435,1036193,0.00042
18,78621,681,1036193,0.00066
18,78629,12464,1036193,0.01203
18,78632,448,1036193,0.00043
18,78648,7,1036193,0.00001
18,78659,407,1036193,0.00039
18,78677,17,1036193,0.00002
18,78931,355,1036193,0.00034
18,78932,920,1036193,0.00089
18,78933,1607,1036193,0.00155
18,78934,6576,1036193,0.00635
18,78935,790,1036193,0.00076
18,78938,300,1036193,0.00029
18,78940,1981,1036193,0.00191
18,78941,2768,1036193,0.00267
18,78942,8812,1036193,0.00850
18,78943,315,1036193,0.00030
18,78944,526,1036193,0.00051
18,78945,10713,1036193,0.01034
18,78946,1073,1036193,0.00104
18,78947,4775,1036193,0.00461
18,78948,1422,1036193,0.00137
18,78949,507,1036193,0.00049
18,78950,2060,1036193,0.00199
18,78954,1162,1036193,0.00112
18,78956,5136,1036193,0.00496
18,78957,264,1036193,0.00025
18,78959,1714,1036193,0.00165
18,78962,5128,1036193,0.00495
18,78963,996,1036193,0.00096
19,76943,3098,952214,0.00325
19,78002,8665,952214,0.00910
19,78005,664,952214,0.00070
19,78009,8828,952214,0.00927
19,78011,2258,952214,0.00237
19,78016,10513,952214,0.01104
19,78017,5732,952214,0.00602
19,78023,20474,952214,0.02150
19,78026,5974,952214,0.00627
19,78039,1833,952214,0.00192
19,78052,6158,952214,0.00647
19,78056,1920,952214,0.00202
19,78057,1363,952214,0.00143
19,78059,5460,952214,0.00573
19,78061,10817,952214,0.01136
19,78064,16030,952214,0.01683
19,78065,12901,952214,0.01355
19,78066,754,952214,0.00079
19,78069,6474,952214,0.00680
19,78073,9779,952214,0.01027
19,78101,4288,952214,0.00450
19,78108,1154,952214,0.00121
19,78109,28283,952214,0.02970
19,78112,3390,952214,0.00356
19,78121,88,952214,0.00009
19,78124,587,952214,0.00062
19,78148,12017,952214,0.01262
19,78150,369,952214,0.00039
19,78152,2161,952214,0.00227
19,78154,5754,952214,0.00604
19,78202,9264,952214,0.00973
19,78203,3714,952214,0.00390
19,78205,30,952214,0.00003
19,78210,7433,952214,0.00781
19,78211,29873,952214,0.03137
19,78214,20698,952214,0.02174
19,78219,17285,952214,0.01815
19,78220,17952,952214,0.01885
19,78221,38846,952214,0.04080
19,78222,23833,952214,0.02503
19,78223,47491,952214,0.04987
19,78224,22042,952214,0.02315
19,78225,1460,952214,0.00153
19,78226,464,952214,0.00049
19,78227,7619,952214,0.00800
19,78235,2626,952214,0.00276
19,78236,10113,952214,0.01062
19,78240,1646,952214,0.00173
19,78242,25975,952214,0.02728
19,78244,21223,952214,0.02229
19,78245,38476,952214,0.04041
19,78249,31895,952214,0.03350
19,78251,4578,952214,0.00481
19,78252,18009,952214,0.01891
19,78253,64074,952214,0.06729
19,78254,51505,952214,0.05409
19,78255,7331,952214,0.00770
19,78256,3851,952214,0.00404
19,78257,1289,952214,0.00135
19,78263,5270,952214,0.00553
19,78264,7074,952214,0.00743
19,78801,21024,952214,0.02208
19,78827,979,952214,0.00103
19,78828,175,952214,0.00018
19,78829,855,952214,0.00090
19,78830,544,952214,0.00057
19,78832,3129,952214,0.00329
19,78833,735,952214,0.00077
19,78834,7046,952214,0.00740
19,78837,285,952214,0.00030
19,78838,295,952214,0.00031
19,78839,7378,952214,0.00775
19,78840,46823,952214,0.04917
19,78843,490,952214,0.00051
19,78850,995,952214,0.00104
19,78851,760,952214,0.00080
19,78852,56797,952214,0.05965
19,78861,14158,952214,0.01487
19,78870,713,952214,0.00075
19,78872,1483,952214,0.00156
19,78873,1452,952214,0.00152
19,78877,1090,952214,0.00114
19,78879,566,952214,0.00059
19,78880,1240,952214,0.00130
19,78881,2004,952214,0.00210
19,78884,528,952214,0.00055
19,78886,458,952214,0.00048
19,79718,859,952214,0.00090
19,79730,218,952214,0.00023
19,79735,13111,952214,0.01377
19,79743,506,952214,0.00053
19,79744,1157,952214,0.00122
19,79772,13889,952214,0.01459
19,79781,201,952214,0.00021
19,79830,8304,952214,0.00872
19,79832,471,952214,0.00049
19,79834,180,952214,0.00019
19,79842,518,952214,0.00054
19,79852,73,952214,0.00008
20,78332,26682,907674,0.02940
20,78343,4481,907674,0.00494
20,78353,409,907674,0.00045
20,78355,6667,907674,0.00735
20,78372,6508,907674,0.00717
20,78375,3382,907674,0.00373
20,78380,25860,907674,0.02849
20,78383,1747,907674,0.00192
20,78384,807,907674,0.00089
20,78401,4704,907674,0.00518
20,78402,625,907674,0.00069
20,78404,15438,907674,0.01701
20,78405,14235,907674,0.01568
20,78406,1278,907674,0.00141
20,78407,1676,907674,0.00185
20,78408,10996,907674,0.01211
20,78409,2742,907674,0.00302
20,78410,29252,907674,0.03223
20,78411,26335,907674,0.02901
20,78412,38782,907674,0.04273
20,78413,36663,907674,0.04039
20,78414,46991,907674,0.05177
20,78415,39028,907674,0.04300
20,78416,14045,907674,0.01547
20,78417,4441,907674,0.00489
20,78418,31997,907674,0.03525
20,78419,225,907674,0.00025
20,78501,52807,907674,0.05818
20,78503,18020,907674,0.01985
20,78504,55039,907674,0.06064
20,78538,1058,907674,0.00117
20,78539,38900,907674,0.04286
20,78541,50776,907674,0.05594
20,78542,52444,907674,0.05778
20,78549,1638,907674,0.00180
20,78557,13787,907674,0.01519
20,78560,5346,907674,0.00589
20,78563,353,907674,0.00039
20,78572,78400,907674,0.08637
20,78573,43410,907674,0.04783
20,78574,63046,907674,0.06946
20,78576,12473,907674,0.01374
20,78577,17645,907674,0.01944
20,78595,6536,907674,0.00720
21,78007,161,901254,0.00018
21,78008,307,901254,0.00034
21,78014,5155,901254,0.00572
21,78019,1417,901254,0.00157
21,78021,92,901254,0.00010
21,78022,4169,901254,0.00463
21,78026,164,901254,0.00018
21,78040,36811,901254,0.04084
21,78041,48768,901254,0.05411
21,78043,42087,901254,0.04670
21,78045,65269,901254,0.07242
21,78046,73403,901254,0.08145
21,78064,305,901254,0.00034
21,78067,594,901254,0.00066
21,78071,4432,901254,0.00492
21,78072,439,901254,0.00049
21,78075,95,901254,0.00011
21,78076,13276,901254,0.01473
21,78101,5863,901254,0.00651
21,78102,28907,901254,0.03207
21,78111,10,901254,0.00001
21,78112,6175,901254,0.00685
21,78113,1276,901254,0.00142
21,78114,22345,901254,0.02479
21,78116,502,901254,0.00056
21,78117,328,901254,0.00036
21,78118,4905,901254,0.00544
21,78119,6692,901254,0.00743
21,78121,13785,901254,0.01530
21,78124,479,901254,0.00053
21,78130,31,901254,0.00003
21,78132,51,901254,0.00006
21,78140,63,901254,0.00007
21,78147,3210,901254,0.00356
21,78151,1254,901254,0.00139
21,78152,22,901254,0.00002
21,78155,43477,901254,0.04824
21,78160,4732,901254,0.00525
21,78161,815,901254,0.00090
21,78221,1077,901254,0.00120
21,78223,64,901254,0.00007
21,78264,7866,901254,0.00873
21,78332,78,901254,0.00009
21,78336,8990,901254,0.00997
21,78344,257,901254,0.00029
21,78349,1931,901254,0.00214
21,78357,2887,901254,0.00320
21,78359,1734,901254,0.00192
21,78360,54,901254,0.00006
21,78361,4803,901254,0.00533
21,78362,10098,901254,0.01120
21,78368,9143,901254,0.01014
21,78369,519,901254,0.00058
21,78370,4318,901254,0.00479
21,78374,20750,901254,0.02302
21,78376,271,901254,0.00030
21,78380,6,901254,0.00001
21,78383,1596,901254,0.00177
21,78384,4664,901254,0.00518
21,78387,9805,901254,0.01088
21,78389,1729,901254,0.00192
21,78390,5059,901254,0.00561
21,78391,271,901254,0.00030
21,78536,191,901254,0.00021
21,78547,190,901254,0.00021
21,78548,96,901254,0.00011
21,78582,44773,901254,0.04968
21,78584,20060,901254,0.02226
21,78588,293,901254,0.00033
21,78591,317,901254,0.00035
21,78610,3374,901254,0.00374
21,78612,699,901254,0.00078
21,78616,7826,901254,0.00868
21,78617,19213,901254,0.02132
21,78632,286,901254,0.00032
21,78638,2875,901254,0.00319
21,78640,37381,901254,0.04148
21,78644,21570,901254,0.02393
21,78648,8283,901254,0.00919
21,78655,3190,901254,0.00354
21,78656,3029,901254,0.00336
21,78662,442,901254,0.00049
21,78666,44715,901254,0.04961
21,78704,1,901254,0.00000
21,78719,2096,901254,0.00233
21,78741,45547,901254,0.05054
21,78742,282,901254,0.00031
21,78744,44311,901254,0.04917
21,78745,30346,901254,0.03367
21,78747,13980,901254,0.01551
21,78748,5766,901254,0.00640
21,78953,271,901254,0.00030
21,78959,15,901254,0.00002
22,75052,25872,944022,0.02741
22,75054,14221,944022,0.01506
22,75102,1246,944022,0.00132
22,75104,516,944022,0.00055
22,75105,429,944022,0.00045
22,75109,4213,944022,0.00446
22,75110,30440,944022,0.03225
22,75119,29536,944022,0.03129
22,75125,7233,944022,0.00766
22,75144,3332,944022,0.00353
22,75146,139,944022,0.00015
22,75152,5312,944022,0.00563
22,75153,174,944022,0.00018
22,75154,34349,944022,0.03639
22,75155,4333,944022,0.00459
22,75165,49213,944022,0.05213
22,75167,13093,944022,0.01387
22,75859,418,944022,0.00044
22,76002,25276,944022,0.02677
22,76009,23731,944022,0.02514
22,76014,12037,944022,0.01275
22,76015,5889,944022,0.00624
22,76017,2809,944022,0.00298
22,76018,27742,944022,0.02939
22,76028,51954,944022,0.05503
22,76031,18168,944022,0.01925
22,76033,27234,944022,0.02885
22,76035,1157,944022,0.00123
22,76036,3249,944022,0.00344
22,76041,516,944022,0.00055
22,76043,7319,944022,0.00775
22,76044,5708,944022,0.00605
22,76048,25800,944022,0.02733
22,76049,30085,944022,0.03187
22,76050,7306,944022,0.00774
22,76055,3057,944022,0.00324
22,76058,21218,944022,0.02248
22,76059,4818,944022,0.00510
22,76063,7912,944022,0.00838
22,76064,1922,944022,0.00204
22,76065,43629,944022,0.04622
22,76070,609,944022,0.00065
22,76077,649,944022,0.00069
22,76084,11749,944022,0.01245
22,76087,387,944022,0.00041
22,76093,2378,944022,0.00252
22,76433,198,944022,0.00021
22,76462,1443,944022,0.00153
22,76476,3145,944022,0.00333
22,76501,61,944022,0.00006
22,76524,2918,944022,0.00309
22,76557,3379,944022,0.00358
22,76561,31,944022,0.00003
22,76570,2364,944022,0.00250
22,76579,21,944022,0.00002
22,76621,1075,944022,0.00114
22,76622,1170,944022,0.00124
22,76624,2519,944022,0.00267
22,76626,1981,944022,0.00210
22,76627,1809,944022,0.00192
22,76630,1691,944022,0.00179
22,76631,439,944022,0.00047
22,76632,1795,944022,0.00190
22,76633,6028,944022,0.00639
22,76634,7484,944022,0.00793
22,76636,1726,944022,0.00183
22,76637,710,944022,0.00075
22,76638,3236,944022,0.00343
22,76639,1774,944022,0.00188
22,76640,3045,944022,0.00323
22,76641,2229,944022,0.00236
22,76643,15871,944022,0.01681
22,76645,11323,944022,0.01199
22,76648,2230,944022,0.00236
22,76649,895,944022,0.00095
22,76651,3420,944022,0.00362
22,76652,980,944022,0.00104
22,76653,142,944022,0.00015
22,76655,10290,944022,0.01090
22,76656,2154,944022,0.00228
22,76657,10999,944022,0.01165
22,76660,422,944022,0.00045
22,76661,7818,944022,0.00828
22,76664,2834,944022,0.00300
22,76665,2745,944022,0.00291
22,76666,395,944022,0.00042
22,76670,1170,944022,0.00124
22,76671,1736,944022,0.00184
22,76673,580,944022,0.00061
22,76676,711,944022,0.00075
22,76679,1164,944022,0.00123
22,76680,711,944022,0.00075
22,76681,931,944022,0.00099
22,76682,2869,944022,0.00304
22,76689,3810,944022,0.00404
22,76690,1054,944022,0.00112
22,76691,6566,944022,0.00696
22,76692,10579,944022,0.01121
22,76701,1674,944022,0.00177
22,76704,7151,944022,0.00758
22,76705,30785,944022,0.03261
22,76706,42690,944022,0.04522
22,76707,16307,944022,0.01727
22,76708,27740,944022,0.02938
22,76710,24808,944022,0.02628
22,76711,9929,944022,0.01052
22,76712,27891,944022,0.02954
23,75051,996,887105,0.00112
23,75052,9510,887105,0.01072
23,75054,73,887105,0.00008
23,75060,224,887105,0.00025
23,75104,49317,887105,0.05559
23,75115,58679,887105,0.06615
23,75116,20579,887105,0.02320
23,75125,413,887105,0.00047
23,75134,22350,887105,0.02519
23,75137,20065,887105,0.02262
23,75141,6706,887105,0.00756
23,75146,22462,887105,0.02532
23,75149,1084,887105,0.00122
23,75150,513,887105,0.00058
23,75154,11392,887105,0.01284
23,75172,3581,887105,0.00404
23,75201,16166,887105,0.01822
23,75202,3720,887105,0.00419
23,75203,15178,887105,0.01711
23,75204,18212,887105,0.02053
23,75206,14974,887105,0.01688
23,75207,7100,887105,0.00800
23,75208,29298,887105,0.03303
23,75209,5972,887105,0.00673
23,75210,8751,887105,0.00986
23,75211,70760,887105,0.07977
23,75212,27329,887105,0.03081
23,75214,7308,887105,0.00824
23,75215,18803,887105,0.02120
23,75216,54753,887105,0.06172
23,75217,61442,887105,0.06926
23,75219,17603,887105,0.01984
23,75223,11197,887105,0.01262
23,75224,33228,887105,0.03746
23,75226,3990,887105,0.00450
23,75227,62468,887105,0.07042
23,75228,19129,887105,0.02156
23,75232,29919,887105,0.03373
23,75233,15555,887105,0.01753
23,75235,19602,887105,0.02210
23,75236,15621,887105,0.01761
23,75237,18779,887105,0.02117
23,75241,33440,887105,0.03770
23,75246,2109,887105,0.00238
23,75247,827,887105,0.00093
23,75249,15911,887105,0.01794
23,76065,17,887105,0.00002
24,76432,1462,926790,0.00158
24,76436,619,926790,0.00067
24,76437,145,926790,0.00016
24,76442,7459,926790,0.00805
24,76443,1747,926790,0.00189
24,76444,4016,926790,0.00433
24,76445,107,926790,0.00012
24,76446,669,926790,0.00072
24,76454,53,926790,0.00006
24,76455,969,926790,0.00105
24,76457,2172,926790,0.00234
24,76464,31,926790,0.00003
24,76471,186,926790,0.00020
24,76474,66,926790,0.00007
24,76501,17820,926790,0.01923
24,76502,45873,926790,0.04950
24,76504,23847,926790,0.02573
24,76511,1026,926790,0.00111
24,76513,45593,926790,0.04919
24,76519,297,926790,0.00032
24,76522,41604,926790,0.04489
24,76525,1204,926790,0.00130
24,76526,160,926790,0.00017
24,76527,219,926790,0.00024
24,76528,24334,926790,0.02626
24,76531,4922,926790,0.00531
24,76534,2495,926790,0.00269
24,76537,54,926790,0.00006
24,76538,670,926790,0.00072
24,76539,8460,926790,0.00913
24,76541,19687,926790,0.02124
24,76542,53287,926790,0.05750
24,76543,30323,926790,0.03272
24,76544,28733,926790,0.03100
24,76548,32819,926790,0.03541
24,76549,56206,926790,0.06065
24,76550,12447,926790,0.01343
24,76554,2060,926790,0.00222
24,76557,2072,926790,0.00224
24,76559,6285,926790,0.00678
24,76561,1182,926790,0.00128
24,76565,196,926790,0.00021
24,76566,293,926790,0.00032
24,76569,2416,926790,0.00261
24,76571,8568,926790,0.00924
24,76579,5126,926790,0.00553
24,76634,30,926790,0.00003
24,76657,52,926790,0.00006
24,76689,275,926790,0.00030
24,76801,25214,926790,0.02721
24,76802,5317,926790,0.00574
24,76823,2802,926790,0.00302
24,76824,69,926790,0.00007
24,76827,411,926790,0.00044
24,76831,115,926790,0.00012
24,76832,483,926790,0.00052
24,76844,3040,926790,0.00328
24,76853,1527,926790,0.00165
24,76856,9,926790,0.00001
24,76857,1877,926790,0.00203
24,76864,1131,926790,0.00122
24,76870,101,926790,0.00011
24,76871,1104,926790,0.00119
24,76872,155,926790,0.00017
24,76877,3988,926790,0.00430
24,76880,180,926790,0.00019
24,76885,194,926790,0.00021
24,76890,825,926790,0.00089
24,78003,8854,926790,0.00955
24,78010,3602,926790,0.00389
24,78013,1475,926790,0.00159
24,78023,108,926790,0.00012
24,78024,824,926790,0.00089
24,78025,5759,926790,0.00621
24,78027,7,926790,0.00001
24,78028,40759,926790,0.04398
24,78055,1724,926790,0.00186
24,78058,874,926790,0.00094
24,78063,9509,926790,0.01026
24,78070,711,926790,0.00077
24,78605,6522,926790,0.00704
24,78606,5420,926790,0.00585
24,78607,200,926790,0.00022
24,78608,858,926790,0.00093
24,78609,2010,926790,0.00217
24,78611,15205,926790,0.01641
24,78618,142,926790,0.00015
24,78620,3776,926790,0.00407
24,78624,22836,926790,0.02464
24,78631,2316,926790,0.00250
24,78635,243,926790,0.00026
24,78636,3809,926790,0.00411
24,78639,8077,926790,0.00872
24,78642,127,926790,0.00014
24,78643,6376,926790,0.00688
24,78654,18761,926790,0.02024
24,78657,6673,926790,0.00720
24,78663,839,926790,0.00091
24,78669,10605,926790,0.01144
24,78671,579,926790,0.00062
24,78672,1003,926790,0.00108
24,78675,126,926790,0.00014
24,78676,78,926790,0.00008
24,78733,453,926790,0.00049
24,78734,23173,926790,0.02500
24,78735,12250,926790,0.01322
24,78736,3957,926790,0.00427
24,78737,274,926790,0.00030
24,78738,29897,926790,0.03226
24,78746,771,926790,0.00083
24,78883,136,926790,0.00015
24,78884,442,926790,0.00048
24,78885,101,926790,0.00011
24,79504,2562,926790,0.00276
24,79508,1412,926790,0.00152
24,79510,8202,926790,0.00885
24,79519,10,926790,0.00001
24,79530,695,926790,0.00075
24,79536,333,926790,0.00036
24,79541,867,926790,0.00094
24,79562,4646,926790,0.00501
24,79563,39,926790,0.00004
24,79566,111,926790,0.00012
24,79567,37,926790,0.00004
24,79601,12305,926790,0.01328
24,79602,24772,926790,0.02673
24,79603,1395,926790,0.00151
24,79605,26293,926790,0.02837
24,79606,27836,926790,0.03003
24,79607,2960,926790,0.00319
24,79697,151,926790,0.00016
24,79698,3,926790,0.00000
24,79699,1042,926790,0.00112
25,78004,494,1099203,0.00045
25,78006,41088,1099203,0.03738
25,78015,20466,1099203,0.01862
25,78023,9676,1099203,0.00880
25,78027,505,1099203,0.00046
25,78070,19284,1099203,0.01754
25,78108,40888,1099203,0.03720
25,78123,1665,1099203,0.00151
25,78124,8952,1099203,0.00814
25,78130,88797,1099203,0.08078
25,78132,38170,1099203,0.03473
25,78133,20142,1099203,0.01832
25,78148,9234,1099203,0.00840
25,78154,35920,1099203,0.03268
25,78155,8197,1099203,0.00746
25,78163,14204,1099203,0.01292
25,78209,33061,1099203,0.03008
25,78212,2196,1099203,0.00200
25,78213,13609,1099203,0.01238
25,78216,20231,1099203,0.01841
25,78217,29643,1099203,0.02697
25,78218,7507,1099203,0.00683
25,78230,13227,1099203,0.01203
25,78231,9447,1099203,0.00859
25,78232,37349,1099203,0.03398
25,78233,42238,1099203,0.03843
25,78247,48638,1099203,0.04425
25,78248,13551,1099203,0.01233
25,78249,4167,1099203,0.00379
25,78253,1055,1099203,0.00096
25,78254,15029,1099203,0.01367
25,78255,12544,1099203,0.01141
25,78256,8403,1099203,0.00764
25,78257,10424,1099203,0.00948
25,78258,49250,1099203,0.04481
25,78259,31062,1099203,0.02826
25,78260,38571,1099203,0.03509
25,78261,27415,1099203,0.02494
25,78266,7238,1099203,0.00658
25,78606,142,1099203,0.00013
25,78610,41993,1099203,0.03820
25,78619,5332,1099203,0.00485
25,78620,17441,1099203,0.01587
25,78623,2419,1099203,0.00220
25,78624,447,1099203,0.00041
25,78640,30251,1099203,0.02752
25,78652,7971,1099203,0.00725
25,78663,25,1099203,0.00002
25,78666,38330,1099203,0.03487
25,78676,14977,1099203,0.01363
25,78735,665,1099203,0.00060
25,78736,5465,1099203,0.00497
25,78737,21173,1099203,0.01926
25,78738,18,1099203,0.00002
25,78739,21029,1099203,0.01913
25,78744,2854,1099203,0.00260
25,78747,7501,1099203,0.00682
25,78748,30146,1099203,0.02743
25,78749,17487,1099203,0.01591
26,78109,24056,840565,0.02862
26,78148,141,840565,0.00017
26,78201,40923,840565,0.04869
26,78202,2269,840565,0.00270
26,78203,1768,840565,0.00210
26,78204,11810,840565,0.01405
26,78205,1876,840565,0.00223
26,78207,52018,840565,0.06188
26,78208,3907,840565,0.00465
26,78209,7729,840565,0.00920
26,78210,26248,840565,0.03123
26,78212,24784,840565,0.02948
26,78213,27132,840565,0.03228
26,78214,1713,840565,0.00204
26,78215,3682,840565,0.00438
26,78216,15860,840565,0.01887
26,78217,2179,840565,0.00259
26,78218,30349,840565,0.03611
26,78219,72,840565,0.00009
26,78220,60,840565,0.00007
26,78223,6908,840565,0.00822
26,78225,10915,840565,0.01299
26,78226,6121,840565,0.00728
26,78227,39661,840565,0.04718
26,78228,58037,840565,0.06905
26,78229,32709,840565,0.03891
26,78230,29516,840565,0.03511
26,78233,7235,840565,0.00861
26,78234,7276,840565,0.00866
26,78236,101,840565,0.00012
26,78237,34383,840565,0.04090
26,78238,26646,840565,0.03170
26,78239,32931,840565,0.03918
26,78240,54147,840565,0.06442
26,78242,6295,840565,0.00749
26,78244,15076,840565,0.01794
26,78245,55544,840565,0.06608
26,78249,22032,840565,0.02621
26,78250,53753,840565,0.06395
26,78251,53473,840565,0.06362
26,78254,9230,840565,0.01098
27,78338,91,831668,0.00011
27,78363,29159,831668,0.03506
27,78379,1875,831668,0.00225
27,78385,259,831668,0.00031
27,78501,7863,831668,0.00945
27,78503,7223,831668,0.00868
27,78516,34600,831668,0.04160
27,78520,64932,831668,0.07807
27,78521,89082,831668,0.10711
27,78526,53984,831668,0.06491
27,78537,51403,831668,0.06181
27,78538,18155,831668,0.02183
27,78542,29827,831668,0.03586
27,78543,4697,831668,0.00565
27,78549,184,831668,0.00022
27,78550,55300,831668,0.06649
27,78552,40524,831668,0.04873
27,78559,12733,831668,0.01531
27,78566,17956,831668,0.02159
27,78569,5210,831668,0.00626
27,78570,32963,831668,0.03963
27,78575,5871,831668,0.00706
27,78577,63005,831668,0.07576
27,78578,10118,831668,0.01217
27,78580,13658,831668,0.01642
27,78583,5496,831668,0.00661
27,78586,57086,831668,0.06864
27,78589,38894,831668,0.04677
27,78590,731,831668,0.00088
27,78593,5465,831668,0.00657
27,78594,244,831668,0.00029
27,78596,39854,831668,0.04792
