"year","zip5","denom","cases"
2020,"75505",793,4
2021,"78391",180,0
2018,"79236",36,0
2016,"88021",8,0
2021,"78759",14957,33
2017,"78631",1428,4
2018,"79934",8161,10
2018,"03062",1,0
2021,"49090",1,0
2017,"98011",1,0
2021,"78408",8939,4
2019,"75934",95,1
2017,"75155",1560,4
2020,"94110",1,0
2021,"79949",50,0
2021,"77836",6297,14
2019,"77833",13299,12
2020,"79529",885,9
2017,"84111",1,0
2017,"77083",35355,31
2021,"85212",1,0
2017,"78009",3914,12
2016,"77274",342,0
2017,"70805",1,0
2019,"77623",215,0
2019,"85332",1,0
2016,"78865",1,0
2017,"92807",2,0
2019,"76035",1293,3
2016,"75941",3974,7
2021,"78886",301,0
2018,"75140",4073,13
2019,"78619",2028,5
2016,"78574",33666,19
2020,"47547",1,0
2018,"33701",1,0
2020,"29010",2,0
2021,"66221",1,0
2018,"97205",1,0
2017,"76240",15122,35
2017,"94542",1,0
2020,"24179",1,0
2017,"77052",246,0
2017,"75847",963,2
2021,"77428",28,0
2017,"65807",2,0
2019,"78885",80,0
2020,"97504",1,0
2021,"76642",3965,1
2017,"76364",61,0
2020,"76077",271,0
2017,"92509",2,0
2017,"64506",2,0
2018,"74734",5,0
2016,"71357",1,0
2016,"77704",497,1
2017,"79355",812,0
2022,"79922",951,1
2016,"78588",174,0
2019,"77880",1043,4
2016,"24179",1,0
2016,"29201",1,0
2018,"76228",463,2
2022,"76798",4,0
2020,"75287",17730,27
2017,"77072",29816,23
2017,"77489",19674,31
2021,"76661",4613,7
2020,"76476",1426,1
2022,"77585",293,0
2017,"07002",1,0
2019,"75689",78,0
2018,"93955",2,0
2021,"95148",2,0
2017,"79121",2633,7
2020,"77986",35,0
2020,"78221",25230,15
2016,"78851",18,0
2017,"76122",3,0
2022,"76043",1358,2
2020,"76649",388,1
2016,"77546",16614,28
2018,"78418",14007,33
2021,"74750",1,0
2018,"75376",540,0
2020,"79518",60,0
2016,"76834",3215,10
2022,"79080",123,0
2022,"77035",11153,7
2019,"75083",521,1
2020,"85205",1,0
2020,"79734",1121,5
2022,"78212",5846,7
2021,"76004",328,0
2020,"72701",1,0
2021,"85623",1,0
2021,"28216",1,0
2019,"77871",2139,4
2018,"50320",1,0
2021,"76366",1062,14
2019,"78061",6704,18
2019,"66282",2,0
2021,"75085",221,0
2020,"78145",119,0
2021,"72758",1,0
2018,"66505",1,0
2018,"28546",2,0
2020,"75071",19822,36
2020,"77549",419,0
2016,"72701",1,0
2019,"77206",180,0
2017,"18974",1,0
2019,"79739",292,0
2021,"02043",1,0
2016,"77450",22442,42
2020,"78538",7956,4
2016,"76468",151,1
2016,"79231",27,0
2021,"79351",589,2
2018,"89106",2,0
2020,"77469",23841,31
2019,"66607",1,0
2017,"32250",1,0
2018,"79845",3498,0
2019,"93630",1,0
2020,"78289",1,0
2019,"08724",1,0
2020,"78664",21407,33
2016,"65355",1,0
2021,"30528",1,0
2020,"79311",1641,1
2019,"76192",1,0
2021,"78022",3033,1
2021,"77705",15257,15
2016,"76035",827,2
2019,"85615",1,0
2021,"79240",38,1
2020,"75558",777,1
2017,"29730",1,0
2017,"79604",1078,4
2017,"78379",1112,0
2018,"37027",1,0
2019,"78140",1987,2
2016,"75475",107,0
2017,"00902",1,0
2021,"78056",1059,6
2021,"76827",192,0
2022,"78881",610,0
2021,"27596",1,0
2021,"95624",2,0
2021,"76665",1647,8
2022,"78150",4,0
2019,"78579",2583,0
2018,"87535",1,0
2020,"30024",1,0
2020,"77003",4144,4
2017,"75476",540,0
2022,"77205",97,0
2018,"77983",1273,1
2021,"77237",46,0
2020,"76655",3903,5
2016,"66441",1,0
2017,"78380",16309,8
2019,"70525",1,0
2022,"77546",4621,3
2021,"79996",395,0
2016,"49406",1,0
2021,"76241",604,1
2016,"76569",1185,1
2021,"79754",24,0
2017,"77833",13475,20
2016,"61016",1,0
2017,"78655",1733,1
2019,"77423",6132,10
2019,"98502",1,0
2019,"33068",1,0
2022,"77052",436,0
2021,"93648",1,0
2017,"93001",1,0
2019,"77657",8553,12
2021,"29466",1,0
2018,"78631",1407,2
2017,"55901",1,0
2019,"34759",1,0
2017,"77338",19443,21
2022,"77365",10766,2
2017,"01532",1,0
2021,"60641",2,0
2019,"78404",9899,10
2018,"79721",505,1
2021,"77466",444,0
2019,"78052",4621,7
2021,"80487",1,0
2016,"75662",12344,26
2022,"76533",33,0
2020,"78957",5233,20
2022,"76109",3093,9
2020,"78062",3,0
2021,"75168",575,0
2017,"91319",1,0
2019,"80233",1,0
2019,"76543",15666,33
2016,"75933",952,0
2017,"78935",397,0
2019,"78010",1816,3
2016,"45640",2,0
2019,"79566",130,2
2018,"65270",2,0
2019,"76136",280,0
2021,"77292",298,0
2017,"77466",460,0
2016,"98075",1,0
2017,"79769",496,1
2022,"75840",1820,3
2020,"90277",2,0
2018,"79755",69,0
2018,"72802",1,0
2020,"75413",152,0
2019,"78636",2313,7
2017,"78872",1204,0
2016,"87105",1,0
2017,"75669",335,2
2020,"00664",1,0
2021,"79821",2883,2
2021,"44145",2,0
2017,"93460",1,0
2021,"78025",3293,7
2016,"79416",11290,27
2017,"78021",36,0
2019,"93561",1,0
2019,"77962",1519,2
2021,"77852",65,3
2019,"43617",1,0
2018,"93013",4,0
2016,"75969",1578,1
2021,"33065",1,0
2021,"77451",556,1
2019,"32578",2,0
2016,"73044",1,0
2018,"55347",1,0
2022,"77587",5798,2
2018,"79245",1410,5
2017,"77050",2963,4
2018,"77872",1037,4
2020,"77007",8519,11
2018,"76673",525,0
2020,"78886",294,0
2018,"34787",3,0
2021,"73162",1,0
2019,"75694",170,0
2017,"90703",1,0
2020,"37617",1,0
2017,"77320",15558,23
2019,"20910",1,0
2018,"92509",1,0
2017,"77580",619,1
2018,"79012",227,1
2018,"80210",1,0
2019,"23608",1,0
2016,"37167",1,0
2019,"78644",10242,12
2017,"76539",3415,6
2020,"76486",590,4
2017,"85331",1,0
2016,"85308",1,0
2017,"76578",950,4
2020,"77213",169,0
2017,"79095",1483,5
2016,"76113",167,0
2021,"50124",1,0
2021,"78730",2853,8
2020,"78010",1813,4
2017,"75250",19,0
2020,"74745",27,0
2018,"79942",19,0
2018,"81123",1,0
2017,"77056",8020,17
2022,"77622",214,0
2017,"77414",12206,18
2017,"88011",1,0
2022,"79537",9,0
2021,"75210",5686,4
2019,"75568",1818,7
2017,"98661",1,0
2017,"84117",1,0
2021,"77838",42,0
2017,"79234",41,0
2021,"80910",3,0
2018,"07052",1,0
2022,"75969",972,0
2020,"79566",135,1
2019,"75138",617,5
2018,"75441",60,0
2018,"76534",1313,4
2018,"78800",1,0
2020,"66049",1,0
2018,"78828",138,1
2022,"78021",18,0
2021,"07052",1,0
2017,"75222",427,1
2018,"87105",1,0
2018,"88240",2,0
2020,"76469",65,0
2020,"76155",1245,3
2018,"44076",1,0
2016,"78107",185,0
2019,"87710",1,0
2017,"75667",576,2
2017,"87401",1,0
2021,"92021",1,0
2021,"76039",14859,24
2020,"20678",1,0
2018,"89015",2,0
2016,"32218",1,0
2019,"01103",1,0
2022,"75964",6509,0
2021,"75116",10997,9
2019,"78142",133,0
2020,"78124",3173,5
2018,"79324",33,0
2016,"90017",1,0
2017,"79565",137,0
2020,"78132",14378,41
2021,"71855",1,0
2019,"21911",2,0
2022,"76233",685,0
2019,"72802",1,0
2021,"79603",14536,30
2019,"79247",32,0
2016,"77236",141,0
2019,"75048",9031,16
2021,"34110",2,0
2021,"75760",1537,3
2018,"75862",6751,3
2016,"75478",452,3
2020,"77079",11902,13
2018,"30506",3,0
2020,"76802",2542,7
2018,"76259",2441,4
2017,"79525",1567,6
2019,"19087",1,0
2016,"45431",1,0
2020,"79087",256,0
2021,"55321",1,0
2017,"75683",2477,9
2021,"72512",2,0
2022,"76539",1480,0
2020,"32440",1,0
2017,"32563",2,0
2016,"76129",8,0
2021,"98335",1,0
2021,"75949",4558,9
2018,"79118",8812,35
2017,"72543",1,0
2020,"77234",140,0
2020,"75571",1686,4
2017,"94062",1,0
2020,"33068",1,0
2016,"45872",1,0
2020,"28270",1,0
2020,"45202",1,0
2022,"79843",523,1
2016,"77493",10971,20
2021,"99201",1,0
2016,"78410",13397,20
2016,"75643",1121,0
2021,"76837",1050,5
2017,"85138",1,0
2021,"71801",24,0
2016,"79764",11472,17
2019,"02138",1,0
2020,"75785",5049,8
2019,"73344",1,0
2020,"38342",1,0
2022,"76660",109,0
2019,"76866",289,0
2017,"75203",9025,7
2016,"76023",3078,11
2016,"79329",1364,4
2018,"45244",2,0
2019,"75086",439,3
2018,"76932",1523,0
2020,"76363",123,0
2018,"76264",727,0
2021,"73848",1,0
2019,"78763",231,0
2017,"77450",23657,42
2019,"60609",1,0
2016,"77477",14469,28
2021,"79231",23,0
2021,"75006",21278,35
2018,"75417",1392,1
2016,"94596",1,0
2021,"76374",2425,25
2017,"79239",64,1
2017,"75656",2851,8
2019,"77266",215,1
2021,"78375",2369,1
2020,"49302",1,0
2020,"79937",202,0
2017,"78850",515,0
2021,"79534",101,0
2017,"76023",3212,15
2021,"75978",81,0
2019,"77857",457,0
2020,"75978",87,0
2019,"89523",1,0
2018,"78119",3179,6
2020,"96003",1,0
2022,"76103",4986,4
2017,"45231",1,0
2018,"83338",1,0
2021,"78644",10859,12
2020,"91381",1,0
2019,"75930",1161,2
2019,"77451",468,1
2021,"77629",358,0
2019,"77562",5913,10
2016,"78943",146,0
2020,"75123",586,1
2019,"79406",27,0
2022,"75431",694,0
2019,"76680",106,0
2020,"98387",1,0
2022,"79525",671,0
2022,"79102",2774,2
2022,"79251",1,0
2016,"75240",12022,20
2018,"80209",1,0
2016,"77231",431,2
2018,"33511",1,0
2017,"77058",6876,13
2016,"94607",1,0
2021,"75961",8010,13
2020,"76227",16290,40
2019,"77870",122,0
2020,"94542",1,0
2022,"79062",35,0
2017,"76470",1959,2
2022,"79031",375,0
2017,"89031",1,0
2021,"87144",2,0
2022,"77434",1489,2
2016,"75042",19790,23
2019,"76229",1,0
2020,"79990",1,0
2020,"78409",1636,0
2019,"77235",170,0
2016,"79565",126,0
2016,"77469",21610,21
2018,"78861",6542,10
2017,"79848",403,0
2018,"77046",339,2
2020,"75446",1851,4
2020,"75838",224,0
2019,"20904",1,0
2018,"96019",1,0
2020,"97502",1,0
2020,"75089",12354,24
2020,"78404",9517,6
2018,"79603",14880,29
2021,"78369",224,0
2019,"78344",182,0
2018,"85018",1,0
2019,"76137",22616,40
2020,"78585",163,0
2017,"85143",1,0
2018,"77404",804,3
2018,"00693",2,0
2018,"28031",1,0
2019,"46205",2,0
2019,"12525",1,0
2019,"60563",1,0
2019,"77045",17769,22
2022,"78156",290,0
2018,"39452",1,0
2021,"85712",1,0
2016,"79330",42,0
2021,"78871",18,0
2018,"70068",2,0
2017,"27455",1,0
2017,"75356",74,0
2020,"78675",87,1
2022,"79416",7106,8
2018,"75438",553,1
2020,"78778",9,0
2019,"76599",1,0
2018,"78606",3169,2
2021,"55425",1,0
2020,"79452",396,0
2018,"75929",1081,7
2019,"79903",10820,6
2022,"77549",71,0
2022,"77096",6210,7
2019,"78583",3687,3
2018,"77967",6,0
2017,"75791",6123,10
2019,"75645",5158,13
2019,"77006",5655,10
2022,"77452",15,0
2017,"01545",1,0
2018,"74745",38,0
2018,"75207",698,1
2016,"77468",115,0
2017,"94904",1,0
2018,"78750",10615,17
2022,"76824",9,0
2021,"75566",456,2
2017,"76716",5,0
2017,"75054",3952,8
2020,"76501",10118,15
2020,"52804",2,0
2017,"76444",2289,9
2016,"97601",1,0
2016,"71832",65,0
2020,"76457",1967,4
2018,"74820",1,0
2017,"78563",250,0
2021,"95111",1,0
2017,"75490",1183,3
2019,"40621",1,0
2016,"76088",4821,9
2018,"76486",575,3
2022,"75106",249,0
2019,"78016",6016,10
2021,"49779",1,0
2018,"78237",29630,19
2022,"77375",10657,8
2019,"02035",1,0
2018,"78932",382,2
2016,"71845",12,0
2016,"79754",33,0
2017,"72638",1,0
2018,"76206",247,0
2021,"63101",1,0
2021,"70811",1,0
2020,"98052",1,0
2017,"64114",1,0
2018,"94002",2,0
2020,"85019",1,0
2021,"75429",203,0
2021,"78545",418,0
2016,"93514",2,0
2018,"75214",12178,26
2021,"29926",1,1
2017,"76554",939,0
2022,"77384",2158,0
2016,"79563",657,2
2017,"78418",14090,36
2016,"79914",251,1
2020,"98516",1,0
2019,"68501",11,0
2019,"79511",581,2
2016,"75410",2580,3
2022,"79114",176,0
2019,"77074",18459,11
2016,"75956",4110,8
2021,"75422",1578,2
2020,"75247",782,2
2021,"34446",1,0
2022,"75030",87,0
2019,"78116",131,0
2019,"75757",5872,5
2020,"75845",1714,3
2020,"48188",1,0
2020,"80015",1,0
2019,"23451",1,0
2020,"97080",1,0
2016,"91803",1,0
2020,"75374",325,3
2016,"85373",1,0
2021,"77236",143,0
2021,"76264",863,1
2018,"76446",4252,9
2021,"77350",223,0
2022,"79565",80,0
2020,"78204",7118,4
2019,"77465",3710,3
2020,"55112",1,0
2018,"75932",857,0
2019,"78154",15736,39
2020,"77442",622,1
2018,"75056",20421,40
2018,"77064",19068,24
2021,"77521",28570,35
2020,"77459",26128,44
2017,"77970",151,0
2021,"30309",1,0
2016,"77206",201,0
2019,"75244",4414,11
2018,"78881",1358,2
2016,"75778",1802,8
2016,"76094",138,0
2019,"33605",1,0
2016,"49036",2,0
2020,"77551",10095,21
2022,"77013",5672,4
2020,"76354",5639,76
2020,"48124",1,0
2022,"79342",77,0
2021,"78711",444,0
2019,"76628",51,0
2022,"75211",22304,6
2016,"75474",9021,22
2019,"39301",1,0
2019,"78959",1335,0
2019,"77210",37,0
2020,"45255",1,0
2016,"11238",1,0
2019,"36564",1,0
2019,"30253",1,0
2018,"23454",1,0
2017,"78263",2299,3
2020,"79537",35,0
2021,"29907",1,0
2019,"34769",1,0
2019,"76031",10507,18
2018,"79697",10,0
2016,"77291",262,0
2021,"77505",9824,8
2021,"77590",16580,29
2019,"19426",1,0
2019,"80010",2,0
2018,"77840",8337,13
2021,"79547",502,2
2020,"77865",895,0
2020,"73546",2,0
2018,"98930",1,0
2019,"00602",2,0
2017,"77419",732,2
2017,"23322",1,0
2022,"75683",1232,2
2022,"77713",2645,4
2016,"78620",6934,16
2020,"76933",644,2
2017,"78162",204,0
2021,"80304",1,0
2019,"84401",1,0
2020,"78713",37,0
2018,"79358",569,1
2022,"77830",383,0
2016,"76366",932,6
2021,"48133",1,0
2022,"76077",86,0
2017,"76058",10946,25
2016,"75411",504,2
2019,"66049",1,0
2018,"76163",377,1
2017,"77274",314,0
2019,"85286",1,0
2020,"79066",346,0
2018,"75977",399,2
2021,"78231",4096,7
2018,"76380",2220,3
2021,"48895",1,0
2020,"56571",1,0
2016,"79918",4,0
2018,"77004",12670,13
2022,"79373",786,0
2018,"79548",79,0
2019,"79322",1218,1
2017,"75415",107,0
2019,"37803",2,0
2020,"27713",1,0
2021,"81507",1,0
2020,"73093",1,0
2016,"87120",1,0
2020,"31825",1,0
2018,"79853",2174,0
2020,"78617",11866,4
2016,"67147",1,0
2022,"79845",1775,0
2017,"76229",1,0
2016,"75485",120,0
2019,"80516",2,0
2021,"78840",27307,34
2019,"66208",1,0
2022,"76442",1984,6
2022,"78870",254,1
2020,"75980",1685,5
2019,"75949",4261,9
2018,"76096",565,2
2018,"78379",1119,0
2020,"77016",19475,22
2016,"03908",1,0
2019,"77265",84,0
2021,"77024",13672,40
2022,"78665",6153,5
2017,"74105",4,0
2021,"78027",206,1
2020,"30813",1,0
2017,"77341",10,0
2022,"75915",324,0
2020,"71909",6,0
2021,"14445",1,0
2017,"53185",2,0
2016,"75248",14932,40
2022,"78622",101,0
2022,"76273",1926,2
2019,"76654",81,0
2020,"32164",1,0
2016,"75652",6750,17
2019,"78119",3198,8
2017,"76504",12786,32
2016,"79009",881,0
2019,"76377",447,4
2021,"98043",3,0
2017,"77705",15590,16
2019,"76234",8652,28
2020,"65203",1,0
2021,"78232",15934,33
2017,"79768",537,4
2018,"80521",1,0
2022,"79749",48,0
2019,"30075",1,0
2017,"23455",1,0
2020,"76380",2168,21
2019,"37334",1,0
2016,"97381",1,0
2019,"75936",430,0
2019,"77482",1275,4
2016,"76118",7523,21
2019,"98661",6,0
2021,"75254",8913,6
2016,"06855",2,0
2016,"76119",33599,56
2016,"69905",1,0
2017,"94158",1,0
2021,"40165",1,0
2018,"76179",22950,42
2019,"78202",8248,7
2017,"77415",169,2
2017,"02554",2,0
2017,"79066",421,0
2016,"77584",23846,28
2021,"79403",11669,31
2020,"78214",17746,16
2016,"00602",1,0
2018,"32513",1,0
2016,"77725",485,0
2021,"29609",1,0
2020,"78943",147,0
2020,"78353",211,0
2021,"77387",473,0
2020,"60441",2,0
2021,"27713",1,0
2019,"79945",39,0
2020,"77581",16970,32
2020,"79547",470,0
2017,"77446",526,1
2020,"75114",2772,2
2018,"78361",3365,1
2022,"78744",13770,5
2018,"79758",1320,4
2022,"77399",237,0
2018,"12550",1,0
2020,"76020",16501,33
2019,"74555",1,0
2020,"75076",4340,11
2018,"77058",6796,13
2021,"11771",1,0
2019,"75072",9116,28
2020,"76014",17920,28
2022,"76384",3347,4
2019,"19054",1,0
2022,"76626",316,0
2021,"87544",1,0
2019,"77539",18588,33
2020,"49245",1,0
2018,"77808",5159,12
2019,"87110",2,0
2017,"45680",2,0
2016,"77563",4964,5
2020,"76941",589,2
2017,"32224",1,0
2018,"76513",16663,21
2018,"27805",2,0
2018,"11561",1,0
2020,"75751",9923,26
2021,"77318",9314,16
2021,"08043",1,0
2016,"78259",8683,20
2019,"80237",1,0
2018,"79064",1364,3
2021,"75125",4065,4
2017,"77834",933,3
2017,"77301",16173,21
2019,"76026",3,0
2016,"78584",13897,2
2018,"76310",7815,37
2021,"71860",8,0
2021,"66801",1,0
2016,"80249",1,0
2017,"75709",2678,6
2019,"79905",17473,11
2020,"95821",1,0
2020,"77962",1538,0
2021,"80010",2,0
2020,"88201",1,0
2017,"94010",1,0
2017,"79022",4397,7
2018,"44904",1,0
2020,"97401",1,0
2017,"77018",10849,16
2016,"77009",16540,9
2017,"76193",1,0
2020,"77568",10165,15
2017,"79223",11,0
2016,"77500",1,0
2020,"45014",2,0
2022,"78135",1,0
2019,"78342",239,0
2018,"75071",17951,27
2020,"76008",6504,14
2021,"79118",10113,25
2016,"78299",70,0
2022,"75559",1438,1
2022,"76048",5808,10
2016,"75915",912,2
2021,"78029",1226,0
2018,"42303",1,0
2018,"78758",19506,32
2022,"77326",88,0
2020,"74426",2,0
2018,"98387",1,0
2017,"80918",1,0
2019,"00676",1,0
2018,"78673",77,1
2017,"75007",21811,37
2019,"79083",961,5
2021,"77021",16249,24
2018,"78670",114,0
2020,"39402",1,0
2018,"89521",1,0
2022,"78728",4395,4
2018,"76458",2686,4
2018,"75605",13924,42
2019,"30022",3,0
2016,"75187",276,0
2018,"32250",1,0
2019,"59802",2,0
2019,"91911",2,0
2019,"75937",513,1
2021,"75667",566,2
2016,"75053",613,3
2017,"77710",2,0
2018,"77304",12785,16
2016,"37411",1,0
2020,"75937",526,0
2022,"77471",12636,4
2019,"76120",8834,17
2018,"77086",14032,11
2017,"75456",944,4
2019,"75861",759,2
2022,"77046",75,0
2019,"76856",1934,3
2019,"27205",2,0
2021,"76010",26877,14
2019,"77018",10169,16
2019,"78752",7397,5
2020,"78827",986,0
2018,"78842",781,0
2016,"89521",1,0
2017,"20164",1,0
2019,"77651",5402,9
2021,"78268",375,0
2018,"89509",1,0
2019,"33566",2,0
2022,"75932",259,0
2017,"78360",13,0
2017,"75109",2213,2
2019,"79010",412,0
2022,"77291",102,0
2021,"37820",1,0
2021,"78102",11731,10
2019,"03908",1,0
2018,"79024",154,0
2022,"75477",226,0
2017,"79011",79,0
2017,"64024",1,0
2018,"89014",1,0
2019,"79915",25483,17
2022,"79403",7511,10
2017,"77349",3,0
2018,"71841",1,1
2017,"40229",1,0
2020,"78163",5676,12
2019,"79401",1662,4
2018,"92107",1,0
2020,"79382",3561,11
2016,"06615",1,0
2021,"75780",338,0
2017,"95126",1,0
2021,"79499",114,0
2018,"76109",10021,23
2021,"89084",1,0
2019,"79093",32,0
2018,"80910",2,0
2020,"33180",2,0
2016,"76693",938,0
2021,"80132",1,0
2018,"75453",1871,5
2016,"53718",1,0
2022,"79720",7032,8
2022,"75253",9523,3
2016,"79778",321,2
2021,"78552",19831,17
2017,"99999",74,0
2018,"98661",1,0
2016,"76364",58,0
2018,"76701",828,2
2017,"78113",1007,1
2021,"06488",1,0
2017,"78295",28,0
2018,"75565",172,1
2021,"78222",14941,26
2020,"78729",8954,9
2021,"79071",1,0
2021,"75064",1,0
2021,"73505",3,0
2020,"76461",45,0
2020,"79086",671,0
2017,"78731",10742,22
2021,"78041",25167,21
2021,"85305",1,0
2021,"79749",79,0
2016,"77243",137,4
2018,"60525",1,0
2022,"77048",8354,7
2018,"89081",1,0
2019,"75760",1411,1
2021,"70460",1,0
2020,"36027",1,0
2018,"75123",641,0
2018,"98038",1,0
2019,"60403",1,0
2021,"54843",2,0
2022,"77387",216,0
2021,"72901",1,0
2016,"75853",458,2
2022,"78359",847,0
2021,"74727",3,0
2022,"79116",153,1
2019,"75105",130,0
2017,"75043",30966,61
2020,"77331",4317,6
2022,"78377",1062,1
2018,"76124",495,0
2022,"77986",11,0
2016,"75254",8796,8
2018,"78426",186,0
2016,"78293",19,0
2016,"93311",2,0
2020,"89108",1,0
2019,"19152",1,0
2018,"79021",59,0
2018,"75937",519,1
2016,"79066",447,1
2019,"78268",390,0
2016,"75038",11743,13
2016,"71859",2,0
2021,"75036",7562,18
2022,"78724",11702,3
2020,"76684",80,0
2021,"76372",452,3
2020,"30622",2,0
2018,"92130",1,0
2021,"67212",1,0
2020,"30281",1,0
2019,"37064",1,0
2018,"75089",12016,30
2021,"79519",30,0
2020,"91214",1,0
2021,"77412",134,0
2021,"80831",2,0
2020,"95124",1,0
2021,"75680",1,0
2019,"73503",1,0
2018,"70116",1,0
2021,"79079",1472,4
2019,"78711",430,0
2019,"97007",1,0
2020,"83854",1,0
2021,"78560",3006,5
2017,"79711",108,0
2016,"79079",1463,8
2018,"79537",39,0
2021,"77080",18868,14
2018,"78130",36915,67
2020,"97205",1,0
2021,"75602",12829,23
2021,"78767",198,0
2020,"77048",11810,5
2021,"75313",206,0
2022,"79366",80,0
2016,"77255",410,0
2020,"88012",2,0
2018,"76939",75,0
2019,"75413",160,0
2018,"76001",13559,25
2020,"75381",169,0
2016,"76469",58,0
2018,"79508",561,0
2017,"77032",7727,6
2017,"76034",9597,17
2020,"75165",21929,65
2016,"94115",1,0
2018,"76656",1159,1
2021,"21201",1,0
2021,"78960",70,0
2022,"79052",278,1
2016,"39074",2,0
2022,"79762",8362,6
2020,"78203",4309,1
2019,"79936",47792,49
2021,"00664",1,0
2016,"77870",122,0
2021,"75157",144,0
2021,"70056",2,0
2019,"39069",1,0
2018,"76522",16797,36
2016,"75792",1909,3
2019,"32440",1,0
2021,"75862",7170,4
2020,"97013",1,0
2017,"06851",1,0
2019,"76209",11864,24
2021,"79225",460,5
2019,"79229",163,0
2021,"78620",8490,16
2020,"75461",553,2
2018,"75251",1290,7
2017,"71837",22,0
2020,"14202",1,0
2016,"50320",1,0
2022,"76872",108,0
2016,"75045",218,1
2019,"78501",33565,18
2021,"66285",1,0
2020,"38326",1,0
2017,"98686",1,0
